,YEAR,SAMPLE,SERIAL,HHWT,CLUSTER,STATEFIP,GQ,PERNUM,PERWT,SEX,AGE,RACE,RACED,HISPAN,HISPAND,BPL,BPLD,NATIVITY,CITIZEN,YRSUSA2,LANGUAGE,LANGUAGED,SPEAKENG,RACESING,RACESINGD,OCC1950,IND1950,OCCSCORE,HISTID
2803444,1930,193004,3003156,1.0,,8,1,5,1.0,2,12,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,F101E190-6A13-4535-803F-EC020602F12A
1488169,1910,191004,1716436,1.0,,8,1,6,1.0,2,3,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,B3720197-3FBA-46C8-B44C-34EECC213075
1881566,1920,192003,2125636,1.0,,8,1,4,1.0,2,0,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,24F1E254-F7B8-4448-9B17-7117CA236D6B
3211995,1930,193004,3120996,1.0,,8,1,1,1.0,1,56,1,100,0,0,21,2100,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,100,105,14,7A79E322-1045-4083-B7F2-9A9FB256D4BE
2236041,1920,192003,2222104,1.0,,8,1,3,1.0,1,6,1,100,0,0,40,4000,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,1B493D67-30F9-4D13-940F-96A6C27AB9F6
1058538,1910,191004,1605999,1.0,,8,4,1,1.0,1,29,1,100,0,0,99,9900,4,0.0,0.0,1.0,100.0,2.0,1.0,10.0,820,105,9,093A65C7-BC5F-4908-A74A-D1010F7CBFDB
3527386,1930,193004,3202673,1.0,,8,1,1,1.0,1,35,1,100,0,0,20,2000,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,770,888,19,6E979E36-7EE8-4949-B507-D34FF38BF5A1
3713305,1940,194002,3801174,1.0,,8,1,1,1.0,2,68,1,100,0,0,51,5100,0,0.0,,,,,,,999,0,0,29E62413-8C20-49B5-B0CA-68E3038CAB82
2348860,1920,192003,2250249,1.0,,8,1,4,1.0,2,18,1,100,0,0,8,800,4,0.0,0.0,,,2.0,1.0,10.0,999,0,0,DE82BC26-2207-4E0B-BAC8-55CE18BDC45E
1168376,1910,191004,1635793,1.0,,8,1,4,1.0,1,19,1,100,0,0,434,43400,5,0.0,1.0,10.0,1000.0,1.0,1.0,10.0,650,216,24,7B351253-60A7-41B9-B950-0A33F5822016
3661579,1940,194002,3786428,1.0,,8,1,4,1.0,2,13,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,4359DCD8-875B-48E5-AF9E-B56C99E16411
36713,1870,187003,7515127,1.0,1870075151273.0,8,4,10,1.0,1,35,1,100,0,0,414,41400,5,2.0,,,,,1.0,10.0,650,239,24,85D9ABBC-8B67-4283-87C8-BA306B64D39A
356457,1900,190004,1094392,1.0,,8,1,2,1.0,2,21,1,100,0,0,20,2000,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,B6E67455-AD30-4A1D-8F0E-02F114F7E053
1448982,1910,191004,1706375,1.0,,8,1,2,1.0,2,55,1,100,0,0,42,4200,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,94616EA6-CF0A-4900-A124-AB2FF33E5FC2
4506503,1940,194002,4041678,1.0,,8,1,4,1.0,2,9,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,FF514915-CAB9-4277-9838-2A9C6904CA80
3604082,1940,194002,3768624,1.0,,8,1,2,1.0,2,34,1,100,0,0,47,4700,0,0.0,,,,,,,310,896,22,24F2A29E-797B-4F31-B4A9-6444B5C56E2E
1854293,1920,192003,2110144,1.0,,8,4,1,1.0,1,24,1,100,0,0,8,800,3,0.0,0.0,,,2.0,1.0,10.0,470,746,35,0D148DC8-C9E9-48E9-9ABB-DDC8A533AA58
103256,1880,188003,639798,1.0,,8,1,1,1.0,1,26,1,100,0,0,36,3600,1,,,,,,1.0,10.0,650,239,24,4ea1cce8-5468-447b-b0bd-ef487f046c9d
755962,1900,190004,1193179,1.0,,8,1,1,1.0,1,27,1,100,0,0,410,41000,5,2.0,2.0,,,2.0,1.0,10.0,650,216,24,8E226886-B4FB-4536-8B99-1364D585FC1C
2128703,1920,192003,2195967,1.0,,8,1,2,1.0,2,53,1,100,0,0,51,5100,1,0.0,0.0,,,2.0,1.0,10.0,980,0,0,0183C286-BD51-47A7-A7F2-168AAD7D2A13
3195486,1930,193004,3116754,1.0,,8,1,1,1.0,1,40,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,650,216,24,7A54A186-CAAD-437A-A33A-49E5B842FEF4
2690318,1930,193004,2969390,1.0,,8,1,2,1.0,2,22,1,100,0,0,150,15010,5,3.0,4.0,1.0,100.0,2.0,1.0,10.0,490,646,24,4D8C4F18-BB65-4348-873D-D5B8A59B4576
2247956,1920,192003,2225057,1.0,,8,1,3,1.0,1,5,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,84CC32C5-442B-40E7-98D0-E5BE4BF281DB
4492603,1940,194002,4037183,1.0,,8,1,7,1.0,2,50,1,100,0,0,8,800,0,0.0,,,,,,,700,826,7,804BB5A2-7E8C-4BB2-80C2-5D5A55DC5D0A
138183,1880,188003,648304,1.0,,8,1,5,1.0,1,12,1,100,0,0,410,41000,5,,,,,,1.0,10.0,999,0,0,033acb1f-270e-4c08-a223-28808b307363
4279583,1940,194002,3971550,1.0,,8,1,2,1.0,2,31,1,100,0,0,19,1900,0,0.0,,,,,,,93,888,27,27B753AB-ED09-4317-93F7-A29FB02764F3
182732,1880,188003,659773,1.0,,8,2,1,1.0,1,32,1,100,0,0,411,41100,5,,,,,,1.0,10.0,650,239,24,3d24a5db-50f3-4c5d-9e10-bc64be3a76f6
4447301,1940,194002,4022165,1.0,,8,1,4,1.0,2,10,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,559EE5E2-9187-414D-9E4B-715BAB922918
128986,1880,188003,646237,1.0,,8,1,3,1.0,1,32,4,400,0,0,500,50000,5,,,,,,4.0,41.0,643,846,15,675a7bbb-c140-4b7d-bf33-40acd6c170a4
94004,1880,188003,636725,1.0,,8,1,2,1.0,2,46,1,100,0,0,42,4200,1,,,,,,1.0,10.0,980,0,0,333088cf-a5eb-463f-bf02-89687cf7e95d
3569878,1940,194002,3758989,1.0,,8,1,16,1.0,1,30,1,100,0,0,53,5300,0,0.0,,,,,,,999,0,0,1173D7FC-6F93-48A5-BFCF-9CC9306C00B3
1411001,1910,191004,1695907,1.0,,8,1,3,1.0,2,16,1,100,0,0,19,1900,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,D6C5E4E8-903E-4214-B3DE-6B8A078606D2
2372331,1920,192003,2257942,1.0,,8,1,4,1.0,1,3,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,F9950860-C2F2-4030-8037-F4E11B3E6505
4357046,1940,194002,3992481,1.0,,8,1,1,1.0,2,72,1,100,0,0,17,1700,0,0.0,,,,,,,999,0,0,89BF596F-E552-441D-9809-389FAA52FF84
3067390,1930,193004,3083243,1.0,,8,1,2,1.0,1,38,1,100,0,0,49,4900,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,960,526,15,826C988C-E91D-47AF-A1B1-B503FA4A164F
2928713,1930,193004,3042802,1.0,,8,1,9,1.0,1,10,1,100,4,480,8,800,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,BF2D9A3D-6BBF-49BF-974A-36B4B28446D3
944339,1910,191004,1575137,1.0,,8,1,6,1.0,1,2,1,100,0,0,35,3500,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,A88A9FE8-DD8D-4947-82A0-70CE156F512B
137769,1880,188003,648204,1.0,,8,1,1,1.0,2,49,1,100,0,0,414,41400,5,,,,,,1.0,10.0,999,0,0,71d805dc-108e-4958-8f35-62cc449f77dc
271917,1900,190004,1073434,1.0,,8,1,2,1.0,2,22,1,100,0,0,19,1900,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,D285542B-4C5C-4C63-ABFA-B891764C2AE7
3750068,1940,194002,3811494,1.0,,8,1,1,1.0,1,46,1,100,0,0,17,1700,0,0.0,,,,,,,100,105,14,58B00A1C-517D-4EBD-8709-A1BFE42FD058
1607300,1920,192003,2040223,1.0,,8,1,5,1.0,2,7,1,100,0,0,38,3800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,925C58F6-991D-41EA-8140-5C35A9B37DB3
1389983,1910,191004,1690791,1.0,,8,1,5,1.0,1,16,1,100,0,0,37,3700,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,820,105,9,D65011D0-77DA-439F-8808-AB8D6DE89FC8
503597,1900,190004,1130074,1.0,,8,1,4,1.0,1,6,2,200,0,0,29,2900,1,0.0,0.0,,,0.0,2.0,20.0,999,0,0,366E4560-C4C0-42E9-9377-E98C2DB887BF
3906536,1940,194002,3861826,1.0,,8,1,2,1.0,2,28,1,100,0,0,20,2000,0,0.0,,,,,,,999,0,0,2F94B698-46C1-4C67-8932-143D9B447ABB
292298,1900,190004,1078419,1.0,,8,1,3,1.0,2,48,1,100,0,0,21,2100,1,0.0,0.0,,,2.0,1.0,10.0,500,416,28,322E3D28-770E-414A-8BF2-3F9797754402
196638,1880,188003,663414,1.0,,8,1,3,1.0,1,6,2,210,1,100,8,800,1,,,,,,2.0,21.0,999,0,0,96cf181e-51c2-46f0-a593-4539bf665424
1160040,1910,191004,1633685,1.0,,8,1,1,1.0,1,32,1,100,0,0,39,3900,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,960,526,15,0E64D1FD-DB27-4541-8A2A-233DB373859A
2809687,1930,193004,3004930,1.0,,8,1,3,1.0,2,24,1,100,0,0,8,800,4,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,E992E2D9-7526-49DB-B0D5-D5B0C3B68297
3782098,1940,194002,3822512,1.0,,8,1,3,1.0,2,79,1,100,0,0,17,1700,0,0.0,,,,,,,999,0,0,1D7AAD83-D165-422E-AC0B-BB2611551B9B
1598565,1920,192003,2037863,1.0,,8,1,7,1.0,2,6,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,FCA80E97-C84B-49CB-A889-9289FC5EFC2E
1480363,1910,191004,1714369,1.0,,8,1,1,1.0,1,27,1,100,0,0,8,800,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,93,888,27,7F492E5E-AB72-43C3-8E0B-C06883134DDC
4558703,1940,194002,4058026,1.0,,8,1,2,1.0,2,40,1,100,0,0,48,4800,0,0.0,,,,,,,999,0,0,3658FE5F-52C1-4DA8-8F13-4AD0E2459BA7
429137,1900,190004,1111817,1.0,,8,1,3,1.0,2,10,1,100,0,0,8,800,1,0.0,0.0,,,2.0,1.0,10.0,983,0,0,1AECD2A9-AADE-4F1E-B18A-DB5DCF8AEA51
876329,1910,191004,1556628,1.0,,8,1,7,1.0,2,0,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,51D17B93-941D-4491-AB21-4DC205812F64
3907874,1940,194002,3862190,1.0,,8,1,1,1.0,2,65,1,100,0,0,450,45000,0,2.0,,,,,,,999,0,0,9DBF2126-5468-4AC8-B053-74C45CE2A558
337023,1900,190004,1089506,1.0,,8,1,1,1.0,2,43,1,100,0,0,17,1700,1,0.0,0.0,,,2.0,1.0,10.0,93,888,27,9C6A7D4B-5431-45D2-8E22-4A35AFEAC594
2246999,1920,192003,2224831,1.0,,8,1,3,1.0,1,4,1,100,0,0,8,800,4,0.0,0.0,,,0.0,1.0,10.0,999,0,0,3C2219FB-B77E-4F5D-B64A-EF8F7EE1EEA7
491152,1900,190004,1127221,1.0,,8,2,1,1.0,1,26,1,100,0,0,36,3600,4,0.0,0.0,,,2.0,1.0,10.0,764,0,18,2534FF9C-FDCA-41B9-8634-9EABE41F8764
2898588,1930,193004,3033578,1.0,,8,1,3,1.0,1,18,1,100,0,0,8,800,2,0.0,0.0,0.0,0.0,2.0,1.0,10.0,979,979,0,B1FD5F9D-F388-4E8D-AF1A-AE85545BF310
497065,1900,190004,1128529,1.0,,8,1,6,1.0,2,6,1,100,0,0,29,2900,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,0B481473-0EC5-4A3F-B445-0C7F33334182
841442,1910,191004,1548319,1.0,,8,1,2,1.0,1,22,1,100,0,0,26,2600,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,60BA5AF0-8552-4322-A841-A34B4456E3F3
804812,1910,191004,1538118,1.0,,8,1,6,1.0,2,26,1,100,0,0,453,45300,5,0.0,2.0,1.0,100.0,2.0,1.0,10.0,999,0,0,A5E385A3-EA91-49D8-9A95-331F0E7D5539
1641359,1920,192003,2049523,1.0,,8,1,3,1.0,2,17,1,100,0,0,20,2000,2,0.0,0.0,,,2.0,1.0,10.0,999,0,0,DF674500-012C-4577-872E-9A9BCD020780
2101456,1920,192003,2188852,1.0,,8,1,3,1.0,1,25,1,100,0,0,8,800,4,0.0,0.0,,,2.0,1.0,10.0,544,979,32,CF5D242F-5833-4A0F-A8CA-11A3AC6CAAFA
1123817,1910,191004,1623553,1.0,,8,2,5,1.0,2,29,1,100,0,0,29,2900,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,490,646,24,CBF044A6-56FC-4BAE-AB1B-67BE6C7E07BB
3476433,1930,193004,3191185,1.0,,8,1,8,1.0,1,10,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,2A066B1B-F155-4158-B767-F8FA75901D51
2701978,1930,193004,2973008,1.0,,8,1,2,1.0,2,64,1,100,0,0,400,40000,5,2.0,5.0,6.0,600.0,2.0,1.0,10.0,999,0,0,EA510D1C-229F-4BAA-8B20-EE38C99AB943
111850,1880,188003,642333,1.0,,8,1,3,1.0,1,4,1,100,1,100,35,3500,1,,,,,,1.0,10.0,999,0,0,db1d2445-7bb3-4f8c-b501-2a08f1f37646
2698509,1930,193004,2971890,1.0,,8,1,2,1.0,2,41,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,08363A67-DC97-4508-A2E9-E46D3AD2F566
2327992,1920,192003,2245172,1.0,,8,1,1,1.0,1,35,1,100,0,0,29,2900,1,0.0,0.0,,,2.0,1.0,10.0,820,105,9,B0D9582D-7F5C-49DD-B152-F5091ABE6B90
845927,1910,191004,1549482,1.0,,8,1,9,1.0,1,66,1,100,0,0,50,5000,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,984,0,0,41DF972C-40F6-4D06-9F3B-B465E246F24D
1890174,1920,192003,2129166,1.0,,8,4,1,1.0,1,54,1,100,0,0,29,2900,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,902F00A8-59AD-46B8-862E-4F80B6E502B7
3064142,1930,193004,3082405,1.0,,8,1,5,1.0,2,12,1,100,0,0,49,4900,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,2290B82D-50A6-4173-BDCB-2747A86B0285
3503062,1930,193004,3197185,1.0,,8,1,2,1.0,2,35,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,93,888,27,8399D072-E7CC-4311-B57B-615D29479FA6
3294396,1930,193004,3141529,1.0,,8,1,5,1.0,1,15,1,100,0,0,6,600,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,2A55AEA6-B797-4B1C-A68A-0B1427587443
4358728,1940,194002,3992993,1.0,,8,1,2,1.0,2,25,1,100,0,0,19,1900,1,0.0,,,,,,,999,0,0,76C3FB3B-A81C-4DC6-8225-991F0007FEA9
1071134,1910,191004,1609741,1.0,,8,1,1,1.0,1,63,1,100,0,0,150,15000,5,2.0,5.0,1.0,100.0,2.0,1.0,10.0,960,526,15,A69DC9F9-C442-4626-867A-89C55EA4210A
3743628,1940,194002,3809630,1.0,,8,1,1,1.0,1,58,1,100,0,0,47,4700,0,0.0,,,,,,,100,105,14,87E1DA81-B585-4E1C-B7BC-7DBF8B4AE622
2937168,1930,193004,3045276,1.0,,8,1,1,1.0,1,24,1,100,0,0,40,4000,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,979,846,0,6D7ECFB4-EC61-4D61-B9CB-0062EB843728
2628241,1930,193004,2953648,1.0,,8,1,3,1.0,1,18,1,100,0,0,40,4000,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,19F99D78-70D5-41C0-AC04-944CF244BEF2
132396,1880,188003,646915,1.0,,8,4,39,1.0,2,9,1,100,0,0,29,2900,3,,,,,,1.0,10.0,999,0,0,4db21126-75d8-49c1-af59-37cc5bf0c700
245032,1900,190004,1066074,1.0,,8,4,57,1.0,2,46,1,100,0,0,45,4500,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,D6EF78D5-AA63-4444-AE68-19923BF74C7B
1921507,1920,192003,2138166,1.0,,8,1,5,1.0,2,7,1,100,0,0,53,5300,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,0932CE93-23E6-4C9B-A091-738613CE0C2A
1561700,1910,191004,1735976,1.0,,8,1,5,1.0,2,8,1,100,0,0,17,1700,1,0.0,0.0,1.0,100.0,0.0,1.0,10.0,999,0,0,FE058012-D0C1-462D-99B0-028D7607E2E3
1802502,1920,192003,2093504,1.0,,8,1,3,1.0,1,9,1,100,0,0,40,4000,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,DBD50A76-0951-4472-AC21-4B7999CA4E6C
1230604,1910,191004,1651955,1.0,,8,1,8,1.0,2,18,1,100,0,0,8,800,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,999,0,0,5B535949-8F91-4AF9-A087-08AB156D408A
631489,1900,190004,1160927,1.0,,8,1,1,1.0,1,25,1,100,0,0,36,3600,1,0.0,0.0,,,2.0,1.0,10.0,100,105,14,A8C2F724-3377-41C7-88CA-5CF1AC32E562
541131,1900,190004,1139403,1.0,,8,1,9,1.0,2,8,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,3F460920-8447-458B-B120-DB11D7CAE609
1976753,1920,192003,2155126,1.0,,8,4,12,1.0,2,18,1,100,0,0,31,3100,1,0.0,0.0,,,2.0,1.0,10.0,979,979,0,1542942E-7BC3-46A0-ACC5-D9565980B6B7
4556798,1940,194002,4057460,1.0,,8,1,2,1.0,2,30,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,95D04971-5141-4177-A46B-7C56E6E0A084
821394,1910,191004,1542953,1.0,,8,1,3,1.0,2,9,1,100,0,0,8,800,1,0.0,0.0,1.0,100.0,0.0,1.0,10.0,999,0,0,C3FF2056-768D-4695-B875-BC67C5EEAF8C
344522,1900,190004,1091488,1.0,,8,1,2,1.0,2,22,1,100,0,0,29,2900,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,2DD4F902-B6DA-4B8C-95FC-3D4FDED1D8A7
1506558,1910,191004,1721329,1.0,,8,4,19,1.0,1,21,1,100,0,0,55,5500,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,979,0,0,06C95991-A7C4-46C3-99ED-194D3E3FC2C2
2393310,1920,192003,2263244,1.0,,8,1,5,1.0,1,11,1,100,0,0,31,3100,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,1BC89570-8799-4A38-B836-62CEDF16DE5C
615680,1900,190004,1156946,1.0,,8,1,1,1.0,1,62,1,100,0,0,18,1800,1,0.0,0.0,,,2.0,1.0,10.0,100,105,14,7FD0FA78-D5C2-4F54-B2A1-5E238EAB3E82
3509280,1930,193004,3198531,1.0,,8,1,8,1.0,1,2,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,F486C7D3-15FB-4361-B133-DA965DED3A83
4278978,1940,194002,3971404,1.0,,8,1,1,1.0,1,48,1,100,0,0,31,3100,0,0.0,,,,,,,510,246,24,D3A5965C-1915-424F-B40E-937426ECE6DD
1956152,1920,192003,2149503,1.0,,8,1,2,1.0,2,29,1,100,0,0,19,1900,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,B0B78AFC-61F4-49A3-8874-BCDCC113E369
1980904,1920,192003,2156342,1.0,,8,1,3,1.0,1,2,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,6B09A158-FEF0-4CC5-A036-DAA3D5003324
1457460,1910,191004,1708859,1.0,,8,4,28,1.0,1,53,1,100,0,0,20,2000,1,0.0,0.0,1.0,100.0,2.0,1.0,10.0,544,506,32,B25CF09D-1DE0-477C-84DE-419D419DC0DC
2894779,1930,193004,3031751,1.0,,8,4,7,1.0,1,30,1,100,0,0,541,54100,5,2.0,2.0,57.0,5700.0,2.0,1.0,10.0,490,646,24,30B760DC-2795-4C74-A314-C4888142171E
1833225,1920,192003,2102561,1.0,,8,1,5,1.0,1,4,1,100,0,0,8,800,4,0.0,0.0,,,0.0,1.0,10.0,999,0,0,7DD43E69-E029-4E13-A042-3DC172F3BDF9
2368392,1920,192003,2257049,1.0,,8,1,2,1.0,2,23,1,100,0,0,47,4700,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,416E0F68-E202-401A-BF23-8D0D5A7BAC5D
4416979,1940,194002,4012572,1.0,,8,1,1,1.0,1,65,1,100,0,0,5,500,0,0.0,,,,,,,763,597,25,80EF8F75-C2AB-4E56-BB0B-36E079CA4FA4
4319378,1940,194002,3981666,1.0,,8,1,5,1.0,1,17,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,C84FE6C8-69D5-439A-BE2C-2E3A206136CD
3431802,1930,193004,3179414,1.0,,8,1,3,1.0,2,20,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,93,888,27,BAB464F8-5A6F-4C3B-8581-F62482266420
1349142,1910,191004,1680593,1.0,,8,1,8,1.0,1,2,1,100,0,0,453,45300,5,0.0,1.0,0.0,0.0,0.0,1.0,10.0,999,0,0,4D31471E-7AF0-4733-B7E2-4AC406BD2146
3286591,1930,193004,3139559,1.0,,8,1,3,1.0,2,8,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,370,979,21,43BE6624-89CE-4B06-9AC9-B23B529ABD4E
2235316,1920,192003,2221911,1.0,,8,1,8,1.0,1,6,1,100,0,0,8,800,1,0.0,0.0,,,0.0,1.0,10.0,999,0,0,1E4BFEBB-5C65-4AC0-AC7E-4805D4E55341
2865471,1930,193004,3021441,1.0,,8,1,5,1.0,2,12,1,100,0,0,31,3100,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,27B9677D-00EF-45FF-9689-CB649D0A73E2
2123643,1920,192003,2194638,1.0,,8,1,1,1.0,1,42,1,100,0,0,450,45000,5,2.0,4.0,,,2.0,1.0,10.0,970,348,20,1093DE5B-4CC4-4BDC-9307-A9E5BEA91C37
196068,1880,188003,663282,1.0,,8,1,2,1.0,2,22,1,100,0,0,453,45300,5,,,,,,1.0,10.0,999,0,0,96e314c4-558f-4e63-a412-b3bddac58d94
1605918,1920,192003,2039761,1.0,,8,1,5,1.0,2,12,1,100,0,0,40,4000,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,C5369A4A-DC2F-4890-8D1A-4417E1811C4B
3900464,1940,194002,3860169,1.0,,8,1,1,1.0,1,39,1,100,0,0,8,800,0,0.0,,,,,,,100,105,14,09F948EF-B212-4E5A-A6D2-94EFFFFD0F7D
2585456,1930,193004,2941739,1.0,,8,1,2,1.0,2,24,1,100,0,0,31,3100,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,1D5D1DBB-CC4A-4E38-B0FA-5A38CC01817A
3077060,1930,193004,3085750,1.0,,8,1,4,1.0,1,0,1,100,0,0,8,800,2,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,5EC3D799-BB84-49A9-A28E-6E99B58689DF
3949284,1940,194002,3874152,1.0,,8,1,5,1.0,1,10,1,100,0,0,8,800,0,0.0,,,,,,,999,0,0,A636E323-33D4-40C3-B8AF-B84EE1B0B2F0
562062,1900,190004,1144433,1.0,,8,1,1,1.0,1,36,1,100,0,0,25,2500,4,0.0,0.0,,,2.0,1.0,10.0,541,506,46,6285FF96-FD62-4A9D-8129-80382F560DEA
488658,1900,190004,1126659,1.0,,8,1,3,1.0,1,12,1,100,0,0,8,800,2,0.0,0.0,,,2.0,1.0,10.0,983,0,0,EF9B5C4C-CD46-4AFE-9DAD-935EE4EB7E20
1525554,1910,191004,1726782,1.0,,8,4,10,1.0,2,29,1,100,0,0,414,41400,5,0.0,1.0,1.0,100.0,2.0,1.0,10.0,979,0,0,1587A150-A26A-4255-837F-7C16CE4E14D5
2385900,1920,192003,2261259,1.0,,8,1,1,1.0,1,27,1,100,1,100,200,20000,5,3.0,2.0,,,1.0,1.0,10.0,970,336,20,DF9F8059-6153-40EE-A38E-A4AC99377F27
2830883,1930,193004,3011451,1.0,,8,1,1,1.0,1,20,1,100,0,0,31,3100,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,683,246,25,F4993C9B-0E23-4D3B-A3D8-4B02E50DE007
3493613,1930,193004,3195177,1.0,,8,1,6,1.0,2,0,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,1B5A65B1-98A2-4D4B-A960-DA7E234B7AB3
1754449,1920,192003,2079445,1.0,,8,1,2,1.0,2,15,1,100,0,0,40,4000,3,0.0,0.0,,,2.0,1.0,10.0,460,459,3,667A4642-B5E3-4879-98DB-BA1A02F81711
3048420,1930,193004,3078063,1.0,,8,1,4,1.0,2,15,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,999,0,0,0ECE656A-D737-432A-BFE0-AB9D1549F177
111122,1880,188003,642154,1.0,,8,1,2,1.0,2,3,2,200,0,0,35,3500,1,,,,,,2.0,20.0,999,0,0,1bcd3f9a-897b-4eba-a5d7-e98435abdbbf
2890887,1930,193004,3030426,1.0,,8,1,1,1.0,1,75,1,100,0,0,51,5100,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,984,0,0,436887F4-4035-4418-9301-1FC427B75344
1691391,1920,192003,2062360,1.0,,8,1,4,1.0,1,19,1,100,0,0,8,800,1,0.0,0.0,,,2.0,1.0,10.0,999,0,0,0A1A86AE-CAEF-46F6-855E-E93163D25CD4
1640369,1920,192003,2049275,1.0,,8,1,5,1.0,2,5,1,100,0,0,8,800,2,0.0,0.0,,,0.0,1.0,10.0,999,0,0,D5E23F5F-01D7-4949-812F-926DD452C295
4517759,1940,194002,4045287,1.0,,8,1,13,1.0,2,14,1,100,0,0,31,3100,0,0.0,,,,,,,999,0,0,75D50D14-29EB-41ED-8B09-310A16787B2C
1965238,1920,192003,2152094,1.0,,8,1,1,1.0,1,43,1,100,0,0,31,3100,4,0.0,0.0,,,2.0,1.0,10.0,290,979,42,B5C1F889-E4F0-4ACF-9479-77A6312E8855
2751732,1930,193004,2987659,1.0,,8,1,3,1.0,2,8,1,100,0,0,8,800,1,0.0,0.0,0.0,0.0,0.0,1.0,10.0,999,0,0,E31D6DAB-771F-4EDB-8735-1032874C10E4
3252167,1930,193004,3130610,1.0,,8,1,1,1.0,1,35,1,100,0,0,31,3100,4,0.0,0.0,0.0,0.0,2.0,1.0,10.0,979,979,0,6AE601F3-D216-4961-90AC-0B182490DC7A
3171901,1930,193004,3111220,1.0,,8,1,1,1.0,1,33,1,100,0,0,29,2900,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,57,979,20,E77BF949-8EEB-4692-B330-6299CBE77CEB
